Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Glen Iris,13 Nash St,4,h,,PI,Marshall,18/03/2017,9.2,3146.0,3.0,2.0,2.0,340.0,235.0,1935.0,Boroondara City Council,-37.8557,145.0493,Southern Metropolitan,10412.0
Glen Iris,33 Rosedale Rd,5,h,3085000.0,S,Marshall,18/03/2017,9.2,3146.0,5.0,3.0,3.0,778.0,326.0,2000.0,Boroondara City Council,-37.8582,145.0715,Southern Metropolitan,10412.0
Glen Iris,32 Ruskin Rd,5,h,,PI,Fletchers,18/03/2017,9.2,3146.0,5.0,3.0,3.0,763.0,338.0,1980.0,Boroondara City Council,-37.8499,145.0708,Southern Metropolitan,10412.0
Glen Iris,10 Bridges St,4,h,,PI,Marshall,18/06/2016,9.2,3146.0,4.0,3.0,2.0,1723.0,258.0,2004.0,Boroondara City Council,-37.865,145.0681,Southern Metropolitan,10412.0
Glen Iris,1485 High St,4,h,,S,Jellis,18/06/2016,9.2,3146.0,4.0,4.0,2.0,834.0,334.0,1905.0,Boroondara City Council,-37.8596,145.0542,Southern Metropolitan,10412.0
Glen Iris,12 Mons St,3,h,,SP,Marshall,18/06/2016,9.2,3146.0,3.0,1.0,2.0,695.0,174.0,1940.0,Boroondara City Council,-37.8628,145.0666,Southern Metropolitan,10412.0
Glen Iris,17 Rosedale Rd,2,h,1600000.0,PI,Noel,18/06/2016,9.2,3146.0,2.0,2.0,2.0,718.0,184.0,1950.0,Boroondara City Council,-37.858000000000004,145.0696,Southern Metropolitan,10412.0
Glen Iris,2/6 Summerhill Rd,2,t,,S,Jellis,18/06/2016,9.2,3146.0,2.0,1.0,1.0,59.0,114.0,2006.0,Boroondara City Council,-37.8491,145.0768,Southern Metropolitan,10412.0
Glen Iris,8 White St,3,h,,S,Marshall,18/06/2016,9.2,3146.0,3.0,2.0,2.0,657.0,209.0,1935.0,Boroondara City Council,-37.8632,145.0414,Southern Metropolitan,10412.0
Glen Iris,3 Florence St,5,h,2352500.0,PI,Marshall,19/11/2016,9.2,3146.0,5.0,3.0,2.0,642.0,336.0,1930.0,Boroondara City Council,-37.859,145.0656,Southern Metropolitan,10412.0
Glen Iris,23 Flowerdale Rd,5,h,3860000.0,S,Marshall,19/11/2016,9.2,3146.0,5.0,4.0,2.0,830.0,520.0,2009.0,Boroondara City Council,-37.8563,145.072,Southern Metropolitan,10412.0
Glen Iris,31 Gardiner Pde,4,h,2625000.0,PI,Marshall,19/11/2016,9.2,3146.0,4.0,3.0,2.0,840.0,326.0,1930.0,Boroondara City Council,-37.8538,145.0641,Southern Metropolitan,10412.0
Glen Iris,37 Valley Pde,4,h,,S,Marshall,22/05/2016,9.2,3146.0,4.0,1.0,2.0,983.0,195.0,1940.0,Boroondara City Council,-37.8513,145.0614,Southern Metropolitan,10412.0
Glen Iris,1/58 Edgar St N,2,t,600000.0,VB,Gary,22/08/2016,9.2,3146.0,2.0,1.0,1.0,0.0,1143.0,,Boroondara City Council,-37.8506,145.0465,Southern Metropolitan,10412.0
Glen Iris,53 Celia St,4,h,,S,Jellis,23/04/2016,9.2,3146.0,4.0,2.0,2.0,653.0,224.0,1935.0,Boroondara City Council,-37.8571,145.0782,Southern Metropolitan,10412.0
Glen Iris,98 Bath Rd,4,h,1950000.0,SP,Marshall,25/02/2017,9.2,3146.0,4.0,2.0,2.0,775.0,155.0,1960.0,Boroondara City Council,-37.8561,145.0934,Southern Metropolitan,10412.0
Glen Iris,28 Ferndale Rd,3,h,2200000.0,S,Marshall,25/02/2017,9.2,3146.0,3.0,1.0,2.0,700.0,142.0,1930.0,Boroondara City Council,-37.8553,145.0711,Southern Metropolitan,10412.0
Glen Iris,32 Howie St,3,h,1751000.0,S,Jellis,25/02/2017,9.2,3146.0,3.0,1.0,3.0,609.0,140.0,1930.0,Boroondara City Council,-37.8542,145.0733,Southern Metropolitan,10412.0
Glen Iris,22 Kyarra Rd,4,h,1857000.0,S,Kay,25/02/2017,9.2,3146.0,4.0,2.0,3.0,548.0,205.0,1930.0,Boroondara City Council,-37.8536,145.0547,Southern Metropolitan,10412.0
Glen Iris,4/15 Rix St,2,u,720000.0,VB,Jellis,25/02/2017,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,Boroondara City Council,-37.8468,145.0515,Southern Metropolitan,10412.0
Glen Iris,8 Rix St,3,h,1500000.0,S,RT,25/02/2017,9.2,3146.0,3.0,1.0,3.0,401.0,107.0,1935.0,Boroondara City Council,-37.8471,145.05100000000002,Southern Metropolitan,10412.0
Glen Iris,78 Valley Pde,4,h,2725000.0,S,Marshall,25/02/2017,9.2,3146.0,4.0,3.0,2.0,603.0,246.0,2007.0,Boroondara City Council,-37.8521,145.0657,Southern Metropolitan,10412.0
Glen Iris,1687 Malvern Rd,3,h,2800000.0,S,Greg,26/07/2016,9.2,3146.0,3.0,1.0,2.0,762.0,153.0,1930.0,Boroondara City Council,-37.8575,145.0554,Southern Metropolitan,10412.0
Glen Iris,21 Beatrice St,3,h,1665000.0,S,hockingstuart,27/06/2016,9.2,3146.0,3.0,1.0,2.0,685.0,143.0,1941.0,Boroondara City Council,-37.8538,145.0842,Southern Metropolitan,10412.0
Glen Iris,8/251 Burke Rd,2,u,600000.0,S,hockingstuart,27/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,80.0,1960.0,Boroondara City Council,-37.8555,145.0518,Southern Metropolitan,10412.0
Glen Iris,60 Madeline St,3,h,1420000.0,S,Buxton,27/06/2016,9.2,3146.0,3.0,1.0,2.0,615.0,607.0,1940.0,Boroondara City Council,-37.8578,145.0919,Southern Metropolitan,10412.0
Glen Iris,16 Bourne Rd,4,h,,S,Marshall,27/11/2016,9.2,3146.0,4.0,3.0,3.0,858.0,461.0,2006.0,Boroondara City Council,-37.8571,145.0646,Southern Metropolitan,10412.0
Glen Iris,3/41 Edgar St,3,h,,S,hockingstuart,27/11/2016,9.2,3146.0,3.0,2.0,2.0,241.0,160.0,1980.0,Boroondara City Council,-37.8545,145.0448,Southern Metropolitan,10412.0
Glen Iris,14 Queens Pde,5,h,2410000.0,PI,Marshall,27/11/2016,9.2,3146.0,5.0,2.0,2.0,654.0,354.0,2015.0,Boroondara City Council,-37.8515,145.0922,Southern Metropolitan,10412.0
Glen Iris,22 Rix St,4,h,,SN,RT,27/11/2016,9.2,3146.0,4.0,3.0,2.0,608.0,215.0,1925.0,Boroondara City Council,-37.8472,145.0522,Southern Metropolitan,10412.0
Glen Iris,15 Rosedale Rd,3,h,,S,Jellis,27/11/2016,9.2,3146.0,3.0,1.0,2.0,705.0,166.0,1930.0,Boroondara City Council,-37.8579,145.0694,Southern Metropolitan,10412.0
Glen Iris,8/304 Tooronga Rd,2,u,,S,Jellis,27/11/2016,9.2,3146.0,2.0,1.0,1.0,1218.0,63.0,1970.0,Boroondara City Council,-37.8519,145.0426,Southern Metropolitan,10412.0
Glen Iris,30 Valley Pde,4,h,2100000.0,PI,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,645.0,216.0,1930.0,Boroondara City Council,-37.8516,145.061,Southern Metropolitan,10412.0
Glen Iris,44 Vincent St,4,h,,S,Jellis,27/11/2016,9.2,3146.0,4.0,2.0,2.0,654.0,290.0,2010.0,Boroondara City Council,-37.8602,145.0444,Southern Metropolitan,10412.0
Glen Iris,15 Yeovil Rd,4,h,2950000.0,S,Kay,27/11/2016,9.2,3146.0,4.0,2.0,2.0,1485.0,295.0,1966.0,Boroondara City Council,-37.8509,145.0856,Southern Metropolitan,10412.0
Glen Iris,31 Britten St,3,h,,S,Marshall,28/05/2016,9.2,3146.0,3.0,2.0,3.0,857.0,401.0,2006.0,Boroondara City Council,-37.8559,145.063,Southern Metropolitan,10412.0
Glen Iris,3 Fairview Gr,5,h,3365000.0,S,RT,28/05/2016,9.2,3146.0,5.0,2.0,2.0,1339.0,270.0,1925.0,Boroondara City Council,-37.8649,145.0547,Southern Metropolitan,10412.0
Glen Iris,18 Netherlee St,5,h,,S,Marshall,28/05/2016,9.2,3146.0,4.0,3.0,2.0,709.0,424.0,2000.0,Boroondara City Council,-37.8613,145.0494,Southern Metropolitan,10412.0
Glen Iris,24 Brandon St,3,h,1931000.0,S,Jellis,28/08/2016,9.2,3146.0,3.0,2.0,2.0,648.0,193.0,1975.0,Boroondara City Council,-37.8547,145.0771,Southern Metropolitan,10412.0
Glen Iris,318 Tooronga Rd,2,h,1250000.0,S,Marshall,28/08/2016,9.2,3146.0,2.0,1.0,2.0,438.0,107.0,1910.0,Boroondara City Council,-37.8511,145.0428,Southern Metropolitan,10412.0
Glen Iris,35 Adrian St,5,h,2400000.0,VB,Jellis,30/07/2016,9.2,3146.0,5.0,3.0,2.0,709.0,672.0,1930.0,Boroondara City Council,-37.8529,145.0806,Southern Metropolitan,10412.0
Glenroy,89 John St,3,h,610000.0,S,Ray,3/09/2016,13.0,3046.0,3.0,1.0,2.0,696.0,118.0,1960.0,Moreland City Council,-37.6972,144.9431,Northern Metropolitan,8870.0
Glenroy,55 Daley St,3,h,610000.0,S,Walshe,3/12/2016,13.0,3046.0,3.0,1.0,3.0,640.0,144.0,1960.0,Moreland City Council,-37.6979,144.9335,Northern Metropolitan,8870.0
Glenroy,2/74 Daley St,3,t,555000.0,SP,Stockdale,3/12/2016,13.0,3046.0,3.0,2.0,2.0,244.0,3.0,,Moreland City Council,-37.6969,144.9299,Northern Metropolitan,8870.0
Glenroy,39 Morley St,3,h,806500.0,S,Barry,3/12/2016,13.0,3046.0,3.0,1.0,2.0,766.0,127.0,1965.0,Moreland City Council,-37.6988,144.9372,Northern Metropolitan,8870.0
Glenroy,8 Rowan St,3,h,,PI,Barry,3/12/2016,13.0,3046.0,3.0,2.0,2.0,610.0,100.0,1960.0,Moreland City Council,-37.6984,144.9176,Northern Metropolitan,8870.0
Glenroy,2 Roy St,4,h,550000.0,VB,Peter,4/03/2017,13.0,3046.0,4.0,2.0,1.0,683.0,138.0,2017.0,Moreland City Council,-37.6964,144.9314,Northern Metropolitan,8870.0
Glenroy,42 Sadie St,3,h,822000.0,S,Stockdale,4/03/2017,13.0,3046.0,3.0,1.0,4.0,700.0,105.0,1950.0,Moreland City Council,-37.6988,144.9438,Northern Metropolitan,8870.0
Glenroy,29 Salisbury St,3,h,,PN,Eview,4/03/2017,13.0,3046.0,3.0,1.0,0.0,680.0,122.0,1960.0,Moreland City Council,-37.7002,144.9193,Northern Metropolitan,8870.0
Glenroy,15 Stanley St,3,h,980000.0,SP,Brad,4/03/2017,13.0,3046.0,3.0,2.0,3.0,1029.0,136.0,1950.0,Moreland City Council,-37.7115,144.9147,Northern Metropolitan,8870.0
Glenroy,3/27 Harold St,2,u,430000.0,PI,Jason,6/08/2016,13.0,3046.0,2.0,1.0,1.0,164.0,100.0,2010.0,Moreland City Council,-37.7072,144.9252,Northern Metropolitan,8870.0
Glenroy,1c Barwon St,2,h,540000.0,VB,Nelson,7/05/2016,13.0,3046.0,2.0,1.0,1.0,164.0,114.0,2010.0,Moreland City Council,-37.7082,144.9178,Northern Metropolitan,8870.0
Glenroy,1 Gordon Ct,3,h,737000.0,S,Stockdale,8/10/2016,13.0,3046.0,3.0,1.0,4.0,640.0,97.0,1950.0,Moreland City Council,-37.6986,144.9243,Northern Metropolitan,8870.0
Glenroy,24a Morell St,3,h,460000.0,SP,Raine,8/10/2016,13.0,3046.0,3.0,2.0,2.0,224.0,3.0,1950.0,Moreland City Council,-37.702,144.9507,Northern Metropolitan,8870.0
Glenroy,3/28 Stanley St,3,t,545000.0,S,Barry,10/09/2016,13.0,3046.0,3.0,2.0,1.0,136.0,130.0,2014.0,Moreland City Council,-37.7112,144.9142,Northern Metropolitan,8870.0
Glenroy,30 Bourchier St,3,h,670000.0,PI,Brad,10/12/2016,13.0,3046.0,3.0,1.0,4.0,734.0,140.0,1960.0,Moreland City Council,-37.7007,144.9378,Northern Metropolitan,8870.0
Glenroy,6 Dromana St,4,h,702000.0,S,Eview,10/12/2016,13.0,3046.0,4.0,1.0,4.0,606.0,124.0,1956.0,Moreland City Council,-37.7104,144.9088,Northern Metropolitan,8870.0
Glenroy,137 Glenroy Rd,2,h,730000.0,S,Barry,10/12/2016,13.0,3046.0,2.0,1.0,1.0,705.0,115.0,1950.0,Moreland City Council,-37.705999999999996,144.9245,Northern Metropolitan,8870.0
Glenroy,24 Trevannion St,3,h,711500.0,S,Stockdale,10/12/2016,13.0,3046.0,3.0,1.0,3.0,667.0,81.0,1950.0,Moreland City Council,-37.7005,144.9185,Northern Metropolitan,8870.0
Glenroy,45 Cosmos St,5,h,810000.0,S,Stockdale,11/03/2017,13.0,3046.0,5.0,4.0,4.0,695.0,176.0,1950.0,Moreland City Council,-37.7028,144.9377,Northern Metropolitan,8870.0
Glenroy,9/11 Currajong St,2,u,250000.0,SP,Barry,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland City Council,-37.711,144.9178,Northern Metropolitan,8870.0
Glenroy,1/1 Danae St,3,t,460000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,1.0,325.0,106.0,1970.0,Moreland City Council,-37.7001,144.9291,Northern Metropolitan,8870.0
Glenroy,24 Sadie St,3,h,793000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,2.0,780.0,120.0,1960.0,Moreland City Council,-37.7,144.9427,Northern Metropolitan,8870.0
Glenroy,7/89 Station Rd,2,u,340000.0,S,Nelson,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,74.0,1970.0,Moreland City Council,-37.7071,144.9176,Northern Metropolitan,8870.0
Glenroy,149 Augustine Tce,3,h,447500.0,S,Melbourne,15/10/2016,13.0,3046.0,3.0,1.0,1.0,320.0,130.0,2000.0,Moreland City Council,-37.6949,144.9122,Northern Metropolitan,8870.0
Glenroy,45 Fran St,3,h,588000.0,S,YPA,15/10/2016,13.0,3046.0,3.0,1.0,1.0,616.0,125.0,1960.0,Moreland City Council,-37.7029,144.9053,Northern Metropolitan,8870.0
Glenroy,69 Hartington St,3,h,,SP,Ray,15/10/2016,13.0,3046.0,3.0,1.0,2.0,309.0,100.0,1950.0,Moreland City Council,-37.6963,144.9164,Northern Metropolitan,8870.0
Glenroy,2/148 Hilton St,3,t,,S,Barry,15/10/2016,13.0,3046.0,3.0,2.0,2.0,224.0,158.0,2013.0,Moreland City Council,-37.7004,144.9288,Northern Metropolitan,8870.0
Glenroy,1/25 Morell St,3,h,420000.0,PI,Raine,15/10/2016,13.0,3046.0,3.0,1.0,2.0,0.0,96.0,1960.0,Moreland City Council,-37.7025,144.9504,Northern Metropolitan,8870.0
Glenroy,2/22 Sadie St,2,u,410000.0,SP,Brad,15/10/2016,13.0,3046.0,2.0,1.0,2.0,200.0,81.0,2000.0,Moreland City Council,-37.7002,144.9428,Northern Metropolitan,8870.0
Glenroy,40 View St,3,h,525000.0,S,Brad,16/04/2016,13.0,3046.0,3.0,1.0,1.0,665.0,85.0,1950.0,Moreland City Council,-37.6966,144.9331,Northern Metropolitan,8870.0
Glenroy,10 Anselm Gr,3,h,703000.0,S,Eview,17/09/2016,13.0,3046.0,3.0,1.0,4.0,704.0,102.0,1960.0,Moreland City Council,-37.7021,144.9136,Northern Metropolitan,8870.0
Glenroy,1/112 Cardinal Rd,4,t,608000.0,S,Raine,17/09/2016,13.0,3046.0,3.0,2.0,1.0,252.0,150.0,2014.0,Moreland City Council,-37.7006,144.9299,Northern Metropolitan,8870.0
Glenroy,2/36 Prospect St,4,t,607000.0,S,YPA,18/03/2017,13.0,3046.0,4.0,3.0,2.0,0.0,131.0,2014.0,Moreland City Council,-37.7102,144.9112,Northern Metropolitan,8870.0
Glenroy,139 John St,3,h,765500.0,S,Barry,18/06/2016,13.0,3046.0,3.0,2.0,2.0,780.0,180.0,1970.0,Moreland City Council,-37.6955,144.9389,Northern Metropolitan,8870.0
Glenroy,54 John St,4,h,,VB,Stockdale,18/06/2016,13.0,3046.0,4.0,2.0,5.0,1081.0,164.0,1970.0,Moreland City Council,-37.6984,144.9457,Northern Metropolitan,8870.0
Glenroy,40 Moonee Bvd,3,h,,S,Barry,18/06/2016,13.0,3046.0,3.0,1.0,2.0,586.0,126.0,1980.0,Moreland City Council,-37.6974,144.907,Northern Metropolitan,8870.0
Glenroy,6 Morley St,4,h,,S,Stockdale,18/06/2016,13.0,3046.0,2.0,2.0,2.0,696.0,269.0,1970.0,Moreland City Council,-37.7013,144.9372,Northern Metropolitan,8870.0
Glenroy,2/709 Pascoe Vale Rd,3,u,470000.0,SP,Barry,18/06/2016,13.0,3046.0,3.0,1.0,2.0,187.0,99.0,2014.0,Moreland City Council,-37.7098,144.9163,Northern Metropolitan,8870.0
Glenroy,48 Everard St,3,h,580000.0,S,Barry,19/11/2016,13.0,3046.0,3.0,1.0,2.0,650.0,142.0,1960.0,Moreland City Council,-37.7002,144.9408,Northern Metropolitan,8870.0
Glenroy,1/38 Stanley St,2,u,620250.0,S,Stockdale,19/11/2016,13.0,3046.0,2.0,1.0,2.0,253.0,91.0,2012.0,Moreland City Council,-37.7117,144.9135,Northern Metropolitan,8870.0
Glenroy,128 Widford St,3,h,710000.0,S,Stockdale,19/11/2016,13.0,3046.0,3.0,1.0,1.0,796.0,104.0,1960.0,Moreland City Council,-37.6955,144.9253,Northern Metropolitan,8870.0
Glenroy,54 Cromwell St,4,h,630000.0,S,Stockdale,22/05/2016,13.0,3046.0,3.0,1.0,2.0,630.0,130.0,1960.0,Moreland City Council,-37.7002,144.9232,Northern Metropolitan,8870.0
Glenroy,106 Outlook Dr,3,h,600000.0,S,Stockdale,22/05/2016,13.0,3046.0,3.0,1.0,4.0,541.0,139.0,1968.0,Moreland City Council,-37.7051,144.9069,Northern Metropolitan,8870.0
Glenroy,1/7 Harold St,3,t,550000.0,SP,Stockdale,22/08/2016,13.0,3046.0,3.0,2.0,2.0,212.0,129.0,2010.0,Moreland City Council,-37.7073,144.9277,Northern Metropolitan,8870.0
Glenroy,46 Moonee Bvd,4,h,600000.0,SP,Stockdale,23/04/2016,13.0,3046.0,4.0,1.0,2.0,586.0,159.0,1968.0,Moreland City Council,-37.6975,144.9065,Northern Metropolitan,8870.0
Glenroy,47 Cardinal Rd,4,h,1217500.0,S,Barry,24/09/2016,13.0,3046.0,4.0,3.0,2.0,693.0,192.0,2014.0,Moreland City Council,-37.7111,144.9275,Northern Metropolitan,8870.0
Glenroy,135 Hilton St,3,h,600000.0,SP,Barry,24/09/2016,13.0,3046.0,3.0,1.0,2.0,599.0,150.0,1960.0,Moreland City Council,-37.7009,144.9291,Northern Metropolitan,8870.0
Glenroy,29 Moonee Bvd,3,h,570000.0,PI,Barry,24/09/2016,13.0,3046.0,3.0,2.0,2.0,585.0,146.0,1975.0,Moreland City Council,-37.6977,144.9071,Northern Metropolitan,8870.0
Glenroy,65 Farview St,3,h,762700.0,SP,Stockdale,25/02/2017,13.0,3046.0,3.0,1.0,4.0,597.0,100.0,1960.0,Moreland City Council,-37.7097,144.9351,Northern Metropolitan,8870.0
Glenroy,3/27 Gladstone Pde,2,u,465000.0,S,YPA,25/02/2017,13.0,3046.0,2.0,1.0,1.0,176.0,89.0,2012.0,Moreland City Council,-37.7081,144.912,Northern Metropolitan,8870.0
Glenroy,52 Glenroy Rd,2,h,741250.0,S,Barry,25/02/2017,13.0,3046.0,2.0,1.0,1.0,668.0,88.0,1955.0,Moreland City Council,-37.7067,144.9331,Northern Metropolitan,8870.0
Glenroy,40 Augustine Tce,3,h,,SN,Melbourne,26/07/2016,13.0,3046.0,3.0,1.0,1.0,707.0,116.0,2017.0,Moreland City Council,-37.6987,144.9104,Northern Metropolitan,8870.0
Glenroy,4/36 Acacia St,2,t,488500.0,S,Stockdale,27/06/2016,13.0,3046.0,2.0,2.0,1.0,190.0,2.0,,Moreland City Council,-37.7072,144.9241,Northern Metropolitan,8870.0
Glenroy,107 Glenroy Rd,4,h,1000000.0,PI,Barry,27/11/2016,13.0,3046.0,4.0,2.0,8.0,977.0,304.0,1935.0,Moreland City Council,-37.7063,144.9273,Northern Metropolitan,8870.0
Glenroy,165 Hilton St,4,h,630000.0,S,Stockdale,27/11/2016,13.0,3046.0,4.0,2.0,2.0,602.0,180.0,1950.0,Moreland City Council,-37.7005,144.9258,Northern Metropolitan,8870.0
Glenroy,72 Pecham St,3,h,670000.0,S,Barry,27/11/2016,13.0,3046.0,3.0,1.0,3.0,705.0,135.0,1950.0,Moreland City Council,-37.6967,144.9116,Northern Metropolitan,8870.0
Glenroy,3/48 William St,2,h,417000.0,S,Stockdale,27/11/2016,13.0,3046.0,2.0,1.0,1.0,172.0,77.0,2013.0,Moreland City Council,-37.7074,144.9086,Northern Metropolitan,8870.0
Glenroy,1/26 York St,3,t,600000.0,VB,Nelson,27/11/2016,13.0,3046.0,3.0,1.0,2.0,258.0,143.0,2001.0,Moreland City Council,-37.7047,144.9087,Northern Metropolitan,8870.0
Glenroy,3/132 Widford St,3,t,440000.0,SP,Nelson,28/05/2016,13.0,3046.0,3.0,2.0,1.0,215.0,121.0,2010.0,Moreland City Council,-37.6952,144.9256,Northern Metropolitan,8870.0
Glenroy,23 Cromwell St,3,h,660000.0,S,Barry,28/08/2016,13.0,3046.0,3.0,1.0,2.0,657.0,116.0,1950.0,Moreland City Council,-37.7019,144.9225,Northern Metropolitan,8870.0
Glenroy,2/4 Ash Ct,2,h,270000.0,PI,Ray,30/07/2016,13.0,3046.0,2.0,1.0,1.0,155.0,155.0,2000.0,Moreland City Council,-37.6972,144.9239,Northern Metropolitan,8870.0
Glenroy,44 Morley St,4,h,825000.0,S,Stockdale,30/07/2016,13.0,3046.0,4.0,2.0,4.0,768.0,194.0,1970.0,Moreland City Council,-37.6979,144.9377,Northern Metropolitan,8870.0
Glenroy,33 View St,4,h,638000.0,S,Barry,30/07/2016,13.0,3046.0,4.0,2.0,1.0,624.0,258.0,2005.0,Moreland City Council,-37.6969,144.9334,Northern Metropolitan,8870.0
Gowanbrae,1 Gowanbrae Dr,3,h,631000.0,S,Nelson,3/09/2016,13.6,3043.0,3.0,2.0,2.0,608.0,138.0,2001.0,Moreland City Council,-37.709,144.8925,Western Metropolitan,1071.0
Gowanbrae,31 Seggan Cir,3,t,532000.0,S,Nelson,3/09/2016,13.6,3043.0,3.0,2.0,1.0,149.0,19.0,2005.0,Moreland City Council,-37.7068,144.8963,Western Metropolitan,1071.0
Gowanbrae,41 Balerno Cir,3,h,504000.0,S,Nelson,6/08/2016,13.6,3043.0,3.0,2.0,1.0,215.0,139.0,2004.0,Moreland City Council,-37.709,144.8964,Western Metropolitan,1071.0
Gowanbrae,9 Balderrie Ct,4,h,,S,Nelson,7/05/2016,13.6,3043.0,4.0,2.0,2.0,346.0,301.0,2010.0,Moreland City Council,-37.7047,144.8974,Western Metropolitan,1071.0
Gowanbrae,39 Balerno Cir,3,t,468000.0,S,Nelson,7/05/2016,13.6,3043.0,3.0,2.0,2.0,178.0,138.0,2000.0,Moreland City Council,-37.7087,144.8962,Western Metropolitan,1071.0
Gowanbrae,2 Mirrim Pl,4,h,802500.0,S,Nelson,12/11/2016,13.6,3043.0,4.0,2.0,2.0,0.0,264.0,2005.0,Moreland City Council,-37.705,144.9004,Western Metropolitan,1071.0
Gowanbrae,8 Perth Ct,4,h,709000.0,PI,Nelson,14/05/2016,13.6,3043.0,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland City Council,-37.7016,144.8974,Western Metropolitan,1071.0
Gowanbrae,42 Seggan Cir,3,h,485000.0,S,Nelson,16/04/2016,13.6,3043.0,3.0,2.0,1.0,175.0,134.0,2004.0,Moreland City Council,-37.7076,144.8961,Western Metropolitan,1071.0
Gowanbrae,11 Seggan Cir,3,t,,SN,Barry,17/09/2016,13.6,3043.0,3.0,2.0,1.0,166.0,185.0,,Moreland City Council,-37.7073,144.8959,Western Metropolitan,1071.0
Gowanbrae,6 Birk Ct,3,h,540000.0,VB,Brad,19/11/2016,13.6,3043.0,3.0,2.0,1.0,367.0,141.0,2008.0,Moreland City Council,-37.704,144.8989,Western Metropolitan,1071.0
Gowanbrae,24 Balerno Cir,3,h,390000.0,PI,Nelson,23/04/2016,13.6,3043.0,3.0,2.0,1.0,158.0,136.0,2005.0,Moreland City Council,-37.7091,144.8958,Western Metropolitan,1071.0
Gowanbrae,18 Primula Bvd,4,h,800000.0,S,Nelson,26/07/2016,13.6,3043.0,4.0,2.0,2.0,719.0,251.0,2000.0,Moreland City Council,-37.7062,144.8978,Western Metropolitan,1071.0
Gowanbrae,8 Perth Ct,4,h,740000.0,SP,Nelson,27/06/2016,13.6,3043.0,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland City Council,-37.7016,144.8974,Western Metropolitan,1071.0
Hadfield,20 Bedford St,3,h,605000.0,PI,hockingstuart,3/09/2016,12.1,3046.0,3.0,1.0,2.0,597.0,116.0,1960.0,Moreland City Council,-37.711,144.9478,Northern Metropolitan,2606.0
Hadfield,29 Sutherland St,3,h,685500.0,SP,Brad,3/09/2016,12.1,3046.0,3.0,1.0,2.0,724.0,103.0,1970.0,Moreland City Council,-37.7076,144.9481,Northern Metropolitan,2606.0
Hadfield,2 Knole St,2,h,610000.0,S,Eview,3/12/2016,12.1,3046.0,2.0,1.0,1.0,394.0,98.0,1950.0,Moreland City Council,-37.7153,144.9507,Northern Metropolitan,2606.0
Hadfield,8 Sherwood St,3,h,630000.0,S,YPA,3/12/2016,12.1,3046.0,3.0,1.0,1.0,604.0,112.0,1970.0,Moreland City Council,-37.7124,144.9514,Northern Metropolitan,2606.0
Hadfield,4 Surrey St,4,h,870000.0,S,Barry,3/12/2016,12.1,3046.0,4.0,3.0,5.0,591.0,268.0,2010.0,Moreland City Council,-37.7127,144.9489,Northern Metropolitan,2606.0
Hadfield,26 South St,3,h,810000.0,S,Holland,4/03/2017,12.1,3046.0,3.0,2.0,2.0,592.0,129.0,1950.0,Moreland City Council,-37.7149,144.9473,Northern Metropolitan,2606.0
Hadfield,2/3 Surrey St,2,u,487000.0,SP,Peter,10/09/2016,12.1,3046.0,2.0,1.0,2.0,198.0,96.0,2010.0,Moreland City Council,-37.7132,144.9488,Northern Metropolitan,2606.0
Hadfield,115 West St,4,h,700000.0,S,Barry,10/09/2016,12.1,3046.0,2.0,2.0,2.0,700.0,168.0,1950.0,Moreland City Council,-37.7056,144.9384,Northern Metropolitan,2606.0
Hadfield,148 West St,4,h,600500.0,S,YPA,10/09/2016,12.1,3046.0,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland City Council,-37.7062,144.9387,Northern Metropolitan,2606.0
Hadfield,86 Hilton St,4,h,,PI,Brad,10/12/2016,12.1,3046.0,4.0,2.0,2.0,553.0,159.0,1970.0,Moreland City Council,-37.7021,144.9411,Northern Metropolitan,2606.0
Hadfield,27 Middle St,3,h,730000.0,S,Barry,10/12/2016,12.1,3046.0,3.0,1.0,2.0,570.0,134.0,1970.0,Moreland City Council,-37.7106,144.9491,Northern Metropolitan,2606.0
Hadfield,75 West St,3,h,800000.0,S,Stockdale,10/12/2016,12.1,3046.0,3.0,2.0,2.0,565.0,116.0,1960.0,Moreland City Council,-37.7094,144.9377,Northern Metropolitan,2606.0
Hadfield,24 South St,3,t,750000.0,S,Stockdale,12/06/2016,12.1,3046.0,3.0,2.0,2.0,301.0,251.0,2011.0,Moreland City Council,-37.715,144.9475,Northern Metropolitan,2606.0
Hadfield,40 Angus St,3,h,740000.0,S,Barry,12/11/2016,12.1,3046.0,3.0,1.0,1.0,568.0,115.0,1960.0,Moreland City Council,-37.7077,144.9438,Northern Metropolitan,2606.0
